input,output,split
02 + 94 = ???,02 + 94 = 096,train
59 + 42 = ???,59 + 42 = 101,train
92 + 11 = ???,92 + 11 = 103,train
69 + 32 = ???,69 + 32 = 101,train
63 + 41 = ???,63 + 41 = 104,train
01 + 21 = ???,01 + 21 = 022,train
65 + 17 = ???,65 + 17 = 082,train
66 + 28 = ???,66 + 28 = 094,train
98 + 56 = ???,98 + 56 = 154,train
44 + 72 = ???,44 + 72 = 116,train
99 + 20 = ???,99 + 20 = 119,train
97 + 73 = ???,97 + 73 = 170,train
91 + 24 = ???,91 + 24 = 115,train
52 + 45 = ???,52 + 45 = 097,train
35 + 85 = ???,35 + 85 = 120,train
20 + 77 = ???,20 + 77 = 097,train
53 + 89 = ???,53 + 89 = 142,train
45 + 96 = ???,45 + 96 = 141,train
69 + 03 = ???,69 + 03 = 072,train
77 + 21 = ???,77 + 21 = 098,train
32 + 89 = ???,32 + 89 = 121,train
11 + 40 = ???,11 + 40 = 051,train
57 + 06 = ???,57 + 06 = 063,train
64 + 14 = ???,64 + 14 = 078,train
19 + 67 = ???,19 + 67 = 086,train
18 + 91 = ???,18 + 91 = 109,train
72 + 01 = ???,72 + 01 = 073,train
86 + 46 = ???,86 + 46 = 132,train
15 + 97 = ???,15 + 97 = 112,train
25 + 21 = ???,25 + 21 = 046,train
98 + 24 = ???,98 + 24 = 122,train
79 + 53 = ???,79 + 53 = 132,train
92 + 07 = ???,92 + 07 = 099,train
03 + 31 = ???,03 + 31 = 034,train
79 + 52 = ???,79 + 52 = 131,train
56 + 80 = ???,56 + 80 = 136,train
34 + 46 = ???,34 + 46 = 080,train
18 + 30 = ???,18 + 30 = 048,train
60 + 62 = ???,60 + 62 = 122,train
10 + 29 = ???,10 + 29 = 039,train
43 + 33 = ???,43 + 33 = 076,train
75 + 65 = ???,75 + 65 = 140,train
24 + 84 = ???,24 + 84 = 108,train
33 + 02 = ???,33 + 02 = 035,train
69 + 37 = ???,69 + 37 = 106,train
52 + 78 = ???,52 + 78 = 130,train
26 + 39 = ???,26 + 39 = 065,train
10 + 88 = ???,10 + 88 = 098,train
13 + 92 = ???,13 + 92 = 105,train
12 + 33 = ???,12 + 33 = 045,train
42 + 87 = ???,42 + 87 = 129,train
55 + 62 = ???,55 + 62 = 117,train
59 + 74 = ???,59 + 74 = 133,train
08 + 65 = ???,08 + 65 = 073,train
77 + 93 = ???,77 + 93 = 170,train
52 + 82 = ???,52 + 82 = 134,train
29 + 67 = ???,29 + 67 = 096,train
34 + 06 = ???,34 + 06 = 040,train
73 + 23 = ???,73 + 23 = 096,train
42 + 56 = ???,42 + 56 = 098,train
43 + 80 = ???,43 + 80 = 123,train
10 + 45 = ???,10 + 45 = 055,train
64 + 73 = ???,64 + 73 = 137,train
60 + 68 = ???,60 + 68 = 128,train
09 + 06 = ???,09 + 06 = 015,train
27 + 48 = ???,27 + 48 = 075,train
39 + 24 = ???,39 + 24 = 063,train
58 + 67 = ???,58 + 67 = 125,train
74 + 91 = ???,74 + 91 = 165,train
63 + 35 = ???,63 + 35 = 098,train
35 + 67 = ???,35 + 67 = 102,train
39 + 11 = ???,39 + 11 = 050,train
32 + 09 = ???,32 + 09 = 041,train
67 + 48 = ???,67 + 48 = 115,train
88 + 09 = ???,88 + 09 = 097,train
52 + 40 = ???,52 + 40 = 092,train
51 + 88 = ???,51 + 88 = 139,train
90 + 01 = ???,90 + 01 = 091,train
17 + 47 = ???,17 + 47 = 064,train
28 + 68 = ???,28 + 68 = 096,train
47 + 35 = ???,47 + 35 = 082,train
54 + 59 = ???,54 + 59 = 113,train
95 + 84 = ???,95 + 84 = 179,train
31 + 64 = ???,31 + 64 = 095,train
24 + 05 = ???,24 + 05 = 029,train
66 + 38 = ???,66 + 38 = 104,train
38 + 69 = ???,38 + 69 = 107,train
00 + 88 = ???,00 + 88 = 088,train
34 + 11 = ???,34 + 11 = 045,train
31 + 43 = ???,31 + 43 = 074,train
21 + 00 = ???,21 + 00 = 021,train
29 + 09 = ???,29 + 09 = 038,train
01 + 87 = ???,01 + 87 = 088,train
65 + 94 = ???,65 + 94 = 159,train
68 + 31 = ???,68 + 31 = 099,train
69 + 70 = ???,69 + 70 = 139,train
13 + 49 = ???,13 + 49 = 062,train
21 + 59 = ???,21 + 59 = 080,train
48 + 25 = ???,48 + 25 = 073,train
18 + 79 = ???,18 + 79 = 097,train
93 + 74 = ???,93 + 74 = 167,train
10 + 38 = ???,10 + 38 = 048,train
33 + 62 = ???,33 + 62 = 095,train
08 + 60 = ???,08 + 60 = 068,train
46 + 36 = ???,46 + 36 = 082,train
54 + 41 = ???,54 + 41 = 095,train
65 + 38 = ???,65 + 38 = 103,train
69 + 36 = ???,69 + 36 = 105,train
16 + 29 = ???,16 + 29 = 045,train
82 + 18 = ???,82 + 18 = 100,train
90 + 70 = ???,90 + 70 = 160,train
37 + 45 = ???,37 + 45 = 082,train
33 + 74 = ???,33 + 74 = 107,train
53 + 93 = ???,53 + 93 = 146,train
60 + 60 = ???,60 + 60 = 120,train
35 + 55 = ???,35 + 55 = 090,train
44 + 27 = ???,44 + 27 = 071,train
84 + 13 = ???,84 + 13 = 097,train
03 + 10 = ???,03 + 10 = 013,train
02 + 31 = ???,02 + 31 = 033,train
91 + 92 = ???,91 + 92 = 183,train
64 + 16 = ???,64 + 16 = 080,train
28 + 30 = ???,28 + 30 = 058,train
50 + 18 = ???,50 + 18 = 068,train
90 + 63 = ???,90 + 63 = 153,train
39 + 70 = ???,39 + 70 = 109,train
43 + 52 = ???,43 + 52 = 095,train
05 + 65 = ???,05 + 65 = 070,train
14 + 32 = ???,14 + 32 = 046,train
07 + 65 = ???,07 + 65 = 072,train
20 + 84 = ???,20 + 84 = 104,train
73 + 86 = ???,73 + 86 = 159,train
61 + 11 = ???,61 + 11 = 072,train
84 + 15 = ???,84 + 15 = 099,train
66 + 39 = ???,66 + 39 = 105,train
88 + 95 = ???,88 + 95 = 183,train
69 + 59 = ???,69 + 59 = 128,train
78 + 13 = ???,78 + 13 = 091,train
43 + 59 = ???,43 + 59 = 102,train
37 + 75 = ???,37 + 75 = 112,train
46 + 01 = ???,46 + 01 = 047,train
23 + 48 = ???,23 + 48 = 071,train
62 + 15 = ???,62 + 15 = 077,train
26 + 41 = ???,26 + 41 = 067,train
26 + 69 = ???,26 + 69 = 095,train
10 + 76 = ???,10 + 76 = 086,train
68 + 44 = ???,68 + 44 = 112,train
95 + 52 = ???,95 + 52 = 147,train
30 + 93 = ???,30 + 93 = 123,train
50 + 43 = ???,50 + 43 = 093,train
78 + 03 = ???,78 + 03 = 081,train
34 + 79 = ???,34 + 79 = 113,train
23 + 91 = ???,23 + 91 = 114,train
32 + 87 = ???,32 + 87 = 119,train
17 + 07 = ???,17 + 07 = 024,train
97 + 02 = ???,97 + 02 = 099,train
47 + 78 = ???,47 + 78 = 125,train
97 + 59 = ???,97 + 59 = 156,train
70 + 35 = ???,70 + 35 = 105,train
44 + 94 = ???,44 + 94 = 138,train
62 + 78 = ???,62 + 78 = 140,train
93 + 21 = ???,93 + 21 = 114,train
52 + 92 = ???,52 + 92 = 144,train
21 + 73 = ???,21 + 73 = 094,train
26 + 56 = ???,26 + 56 = 082,train
46 + 89 = ???,46 + 89 = 135,train
55 + 00 = ???,55 + 00 = 055,train
32 + 42 = ???,32 + 42 = 074,train
29 + 19 = ???,29 + 19 = 048,train
51 + 47 = ???,51 + 47 = 098,train
13 + 98 = ???,13 + 98 = 111,train
27 + 86 = ???,27 + 86 = 113,train
95 + 66 = ???,95 + 66 = 161,train
88 + 81 = ???,88 + 81 = 169,train
68 + 38 = ???,68 + 38 = 106,train
12 + 35 = ???,12 + 35 = 047,train
19 + 75 = ???,19 + 75 = 094,train
42 + 84 = ???,42 + 84 = 126,train
82 + 74 = ???,82 + 74 = 156,train
19 + 52 = ???,19 + 52 = 071,train
52 + 91 = ???,52 + 91 = 143,train
22 + 46 = ???,22 + 46 = 068,train
59 + 45 = ???,59 + 45 = 104,train
98 + 43 = ???,98 + 43 = 141,train
08 + 09 = ???,08 + 09 = 017,train
64 + 23 = ???,64 + 23 = 087,train
43 + 53 = ???,43 + 53 = 096,train
37 + 06 = ???,37 + 06 = 043,train
04 + 72 = ???,04 + 72 = 076,train
84 + 84 = ???,84 + 84 = 168,train
33 + 06 = ???,33 + 06 = 039,train
37 + 07 = ???,37 + 07 = 044,train
37 + 28 = ???,37 + 28 = 065,train
15 + 48 = ???,15 + 48 = 063,train
21 + 33 = ???,21 + 33 = 054,train
83 + 32 = ???,83 + 32 = 115,train
60 + 00 = ???,60 + 00 = 060,train
92 + 42 = ???,92 + 42 = 134,train
76 + 96 = ???,76 + 96 = 172,train
00 + 40 = ???,00 + 40 = 040,train
59 + 79 = ???,59 + 79 = 138,train
16 + 31 = ???,16 + 31 = 047,train
37 + 41 = ???,37 + 41 = 078,train
78 + 10 = ???,78 + 10 = 088,train
02 + 76 = ???,02 + 76 = 078,train
50 + 56 = ???,50 + 56 = 106,train
94 + 26 = ???,94 + 26 = 120,train
66 + 76 = ???,66 + 76 = 142,train
36 + 88 = ???,36 + 88 = 124,train
25 + 25 = ???,25 + 25 = 050,train
47 + 05 = ???,47 + 05 = 052,train
77 + 66 = ???,77 + 66 = 143,train
09 + 78 = ???,09 + 78 = 087,train
53 + 94 = ???,53 + 94 = 147,train
35 + 45 = ???,35 + 45 = 080,train
07 + 41 = ???,07 + 41 = 048,train
24 + 10 = ???,24 + 10 = 034,train
51 + 16 = ???,51 + 16 = 067,train
95 + 32 = ???,95 + 32 = 127,train
78 + 30 = ???,78 + 30 = 108,train
01 + 86 = ???,01 + 86 = 087,train
40 + 46 = ???,40 + 46 = 086,train
68 + 04 = ???,68 + 04 = 072,train
11 + 41 = ???,11 + 41 = 052,train
18 + 18 = ???,18 + 18 = 036,train
73 + 12 = ???,73 + 12 = 085,train
17 + 70 = ???,17 + 70 = 087,train
59 + 14 = ???,59 + 14 = 073,train
93 + 75 = ???,93 + 75 = 168,train
23 + 47 = ???,23 + 47 = 070,train
00 + 50 = ???,00 + 50 = 050,train
19 + 84 = ???,19 + 84 = 103,train
26 + 68 = ???,26 + 68 = 094,train
42 + 37 = ???,42 + 37 = 079,train
49 + 32 = ???,49 + 32 = 081,train
21 + 14 = ???,21 + 14 = 035,train
09 + 10 = ???,09 + 10 = 019,train
82 + 01 = ???,82 + 01 = 083,train
42 + 17 = ???,42 + 17 = 059,train
21 + 09 = ???,21 + 09 = 030,train
15 + 87 = ???,15 + 87 = 102,train
35 + 19 = ???,35 + 19 = 054,train
31 + 90 = ???,31 + 90 = 121,train
55 + 22 = ???,55 + 22 = 077,train
20 + 50 = ???,20 + 50 = 070,train
38 + 55 = ???,38 + 55 = 093,train
14 + 38 = ???,14 + 38 = 052,train
80 + 96 = ???,80 + 96 = 176,train
92 + 44 = ???,92 + 44 = 136,train
69 + 19 = ???,69 + 19 = 088,train
46 + 73 = ???,46 + 73 = 119,train
75 + 80 = ???,75 + 80 = 155,train
40 + 25 = ???,40 + 25 = 065,train
95 + 23 = ???,95 + 23 = 118,train
84 + 26 = ???,84 + 26 = 110,train
53 + 04 = ???,53 + 04 = 057,train
95 + 40 = ???,95 + 40 = 135,train
88 + 38 = ???,88 + 38 = 126,train
63 + 30 = ???,63 + 30 = 093,train
07 + 60 = ???,07 + 60 = 067,train
64 + 03 = ???,64 + 03 = 067,train
39 + 50 = ???,39 + 50 = 089,train
06 + 94 = ???,06 + 94 = 100,train
69 + 09 = ???,69 + 09 = 078,train
66 + 49 = ???,66 + 49 = 115,train
55 + 17 = ???,55 + 17 = 072,train
90 + 66 = ???,90 + 66 = 156,train
50 + 25 = ???,50 + 25 = 075,train
77 + 07 = ???,77 + 07 = 084,train
84 + 41 = ???,84 + 41 = 125,train
07 + 31 = ???,07 + 31 = 038,train
45 + 00 = ???,45 + 00 = 045,train
62 + 46 = ???,62 + 46 = 108,train
92 + 32 = ???,92 + 32 = 124,train
07 + 67 = ???,07 + 67 = 074,train
58 + 76 = ???,58 + 76 = 134,train
59 + 61 = ???,59 + 61 = 120,train
01 + 04 = ???,01 + 04 = 005,train
90 + 36 = ???,90 + 36 = 126,train
93 + 01 = ???,93 + 01 = 094,train
83 + 95 = ???,83 + 95 = 178,train
41 + 06 = ???,41 + 06 = 047,train
83 + 74 = ???,83 + 74 = 157,train
67 + 60 = ???,67 + 60 = 127,train
88 + 33 = ???,88 + 33 = 121,train
49 + 31 = ???,49 + 31 = 080,train
03 + 77 = ???,03 + 77 = 080,train
87 + 78 = ???,87 + 78 = 165,train
62 + 81 = ???,62 + 81 = 143,train
11 + 97 = ???,11 + 97 = 108,train
27 + 76 = ???,27 + 76 = 103,train
81 + 86 = ???,81 + 86 = 167,train
55 + 88 = ???,55 + 88 = 143,train
15 + 20 = ???,15 + 20 = 035,train
57 + 49 = ???,57 + 49 = 106,train
33 + 70 = ???,33 + 70 = 103,train
11 + 44 = ???,11 + 44 = 055,train
83 + 47 = ???,83 + 47 = 130,train
73 + 31 = ???,73 + 31 = 104,train
44 + 42 = ???,44 + 42 = 086,train
46 + 06 = ???,46 + 06 = 052,train
72 + 28 = ???,72 + 28 = 100,train
70 + 10 = ???,70 + 10 = 080,train
09 + 77 = ???,09 + 77 = 086,train
17 + 72 = ???,17 + 72 = 089,train
80 + 01 = ???,80 + 01 = 081,train
33 + 12 = ???,33 + 12 = 045,train
34 + 90 = ???,34 + 90 = 124,train
02 + 36 = ???,02 + 36 = 038,train
01 + 68 = ???,01 + 68 = 069,train
47 + 92 = ???,47 + 92 = 139,train
79 + 22 = ???,79 + 22 = 101,train
90 + 17 = ???,90 + 17 = 107,train
48 + 97 = ???,48 + 97 = 145,train
78 + 97 = ???,78 + 97 = 175,train
62 + 05 = ???,62 + 05 = 067,train
95 + 05 = ???,95 + 05 = 100,train
29 + 57 = ???,29 + 57 = 086,train
88 + 56 = ???,88 + 56 = 144,train
89 + 28 = ???,89 + 28 = 117,train
37 + 91 = ???,37 + 91 = 128,train
90 + 02 = ???,90 + 02 = 092,train
58 + 06 = ???,58 + 06 = 064,train
19 + 42 = ???,19 + 42 = 061,train
27 + 99 = ???,27 + 99 = 126,train
60 + 25 = ???,60 + 25 = 085,train
10 + 63 = ???,10 + 63 = 073,train
31 + 76 = ???,31 + 76 = 107,train
38 + 84 = ???,38 + 84 = 122,train
04 + 28 = ???,04 + 28 = 032,train
64 + 53 = ???,64 + 53 = 117,train
70 + 48 = ???,70 + 48 = 118,train
06 + 07 = ???,06 + 07 = 013,train
20 + 00 = ???,20 + 00 = 020,train
56 + 89 = ???,56 + 89 = 145,train
72 + 51 = ???,72 + 51 = 123,train
83 + 58 = ???,83 + 58 = 141,train
24 + 60 = ???,24 + 60 = 084,train
26 + 75 = ???,26 + 75 = 101,train
45 + 65 = ???,45 + 65 = 110,train
40 + 42 = ???,40 + 42 = 082,train
13 + 10 = ???,13 + 10 = 023,train
14 + 73 = ???,14 + 73 = 087,train
52 + 89 = ???,52 + 89 = 141,train
07 + 26 = ???,07 + 26 = 033,train
98 + 62 = ???,98 + 62 = 160,train
54 + 16 = ???,54 + 16 = 070,train
93 + 65 = ???,93 + 65 = 158,train
16 + 47 = ???,16 + 47 = 063,train
45 + 03 = ???,45 + 03 = 048,train
03 + 26 = ???,03 + 26 = 029,train
85 + 83 = ???,85 + 83 = 168,train
10 + 41 = ???,10 + 41 = 051,train
05 + 66 = ???,05 + 66 = 071,train
66 + 73 = ???,66 + 73 = 139,train
57 + 95 = ???,57 + 95 = 152,train
15 + 95 = ???,15 + 95 = 110,train
91 + 97 = ???,91 + 97 = 188,train
15 + 42 = ???,15 + 42 = 057,train
40 + 64 = ???,40 + 64 = 104,train
20 + 73 = ???,20 + 73 = 093,train
17 + 81 = ???,17 + 81 = 098,train
53 + 95 = ???,53 + 95 = 148,train
86 + 12 = ???,86 + 12 = 098,train
22 + 55 = ???,22 + 55 = 077,train
71 + 21 = ???,71 + 21 = 092,train
47 + 65 = ???,47 + 65 = 112,train
73 + 62 = ???,73 + 62 = 135,train
82 + 40 = ???,82 + 40 = 122,train
69 + 43 = ???,69 + 43 = 112,train
99 + 38 = ???,99 + 38 = 137,train
43 + 69 = ???,43 + 69 = 112,train
46 + 16 = ???,46 + 16 = 062,train
26 + 22 = ???,26 + 22 = 048,train
73 + 84 = ???,73 + 84 = 157,train
16 + 16 = ???,16 + 16 = 032,train
29 + 31 = ???,29 + 31 = 060,train
25 + 62 = ???,25 + 62 = 087,train
88 + 69 = ???,88 + 69 = 157,train
49 + 14 = ???,49 + 14 = 063,train
12 + 57 = ???,12 + 57 = 069,train
76 + 07 = ???,76 + 07 = 083,train
04 + 17 = ???,04 + 17 = 021,train
88 + 36 = ???,88 + 36 = 124,train
84 + 71 = ???,84 + 71 = 155,train
87 + 18 = ???,87 + 18 = 105,train
82 + 09 = ???,82 + 09 = 091,train
96 + 98 = ???,96 + 98 = 194,train
27 + 75 = ???,27 + 75 = 102,train
61 + 31 = ???,61 + 31 = 092,train
14 + 49 = ???,14 + 49 = 063,train
15 + 89 = ???,15 + 89 = 104,train
37 + 54 = ???,37 + 54 = 091,train
83 + 75 = ???,83 + 75 = 158,train
31 + 38 = ???,31 + 38 = 069,train
12 + 03 = ???,12 + 03 = 015,train
93 + 72 = ???,93 + 72 = 165,train
21 + 39 = ???,21 + 39 = 060,train
15 + 43 = ???,15 + 43 = 058,train
08 + 59 = ???,08 + 59 = 067,train
04 + 37 = ???,04 + 37 = 041,train
50 + 21 = ???,50 + 21 = 071,train
77 + 88 = ???,77 + 88 = 165,train
56 + 66 = ???,56 + 66 = 122,train
25 + 96 = ???,25 + 96 = 121,train
97 + 45 = ???,97 + 45 = 142,train
71 + 28 = ???,71 + 28 = 099,train
64 + 70 = ???,64 + 70 = 134,train
75 + 99 = ???,75 + 99 = 174,train
53 + 21 = ???,53 + 21 = 074,train
40 + 70 = ???,40 + 70 = 110,train
11 + 26 = ???,11 + 26 = 037,train
57 + 31 = ???,57 + 31 = 088,train
72 + 88 = ???,72 + 88 = 160,train
43 + 76 = ???,43 + 76 = 119,train
10 + 54 = ???,10 + 54 = 064,train
67 + 19 = ???,67 + 19 = 086,train
22 + 30 = ???,22 + 30 = 052,train
67 + 68 = ???,67 + 68 = 135,train
03 + 25 = ???,03 + 25 = 028,train
13 + 52 = ???,13 + 52 = 065,train
40 + 29 = ???,40 + 29 = 069,train
64 + 17 = ???,64 + 17 = 081,train
88 + 27 = ???,88 + 27 = 115,train
58 + 09 = ???,58 + 09 = 067,train
83 + 45 = ???,83 + 45 = 128,train
46 + 28 = ???,46 + 28 = 074,train
44 + 92 = ???,44 + 92 = 136,train
19 + 77 = ???,19 + 77 = 096,train
33 + 68 = ???,33 + 68 = 101,train
21 + 07 = ???,21 + 07 = 028,train
05 + 14 = ???,05 + 14 = 019,train
90 + 44 = ???,90 + 44 = 134,train
13 + 58 = ???,13 + 58 = 071,train
78 + 88 = ???,78 + 88 = 166,train
55 + 25 = ???,55 + 25 = 080,train
51 + 15 = ???,51 + 15 = 066,train
34 + 43 = ???,34 + 43 = 077,train
01 + 43 = ???,01 + 43 = 044,train
13 + 12 = ???,13 + 12 = 025,train
51 + 82 = ???,51 + 82 = 133,train
40 + 55 = ???,40 + 55 = 095,train
37 + 73 = ???,37 + 73 = 110,train
92 + 52 = ???,92 + 52 = 144,train
67 + 31 = ???,67 + 31 = 098,train
18 + 25 = ???,18 + 25 = 043,train
36 + 46 = ???,36 + 46 = 082,train
70 + 46 = ???,70 + 46 = 116,train
33 + 55 = ???,33 + 55 = 088,train
98 + 54 = ???,98 + 54 = 152,train
45 + 43 = ???,45 + 43 = 088,train
46 + 69 = ???,46 + 69 = 115,train
32 + 56 = ???,32 + 56 = 088,train
67 + 36 = ???,67 + 36 = 103,train
99 + 33 = ???,99 + 33 = 132,train
99 + 88 = ???,99 + 88 = 187,train
96 + 94 = ???,96 + 94 = 190,train
68 + 96 = ???,68 + 96 = 164,train
56 + 26 = ???,56 + 26 = 082,train
14 + 82 = ???,14 + 82 = 096,train
24 + 32 = ???,24 + 32 = 056,train
22 + 17 = ???,22 + 17 = 039,train
60 + 69 = ???,60 + 69 = 129,train
54 + 90 = ???,54 + 90 = 144,train
57 + 40 = ???,57 + 40 = 097,train
64 + 05 = ???,64 + 05 = 069,train
71 + 06 = ???,71 + 06 = 077,train
06 + 87 = ???,06 + 87 = 093,train
40 + 00 = ???,40 + 00 = 040,train
55 + 78 = ???,55 + 78 = 133,train
19 + 85 = ???,19 + 85 = 104,train
06 + 74 = ???,06 + 74 = 080,train
18 + 12 = ???,18 + 12 = 030,train
43 + 86 = ???,43 + 86 = 129,train
43 + 67 = ???,43 + 67 = 110,train
12 + 24 = ???,12 + 24 = 036,train
85 + 47 = ???,85 + 47 = 132,train
07 + 75 = ???,07 + 75 = 082,train
25 + 86 = ???,25 + 86 = 111,train
98 + 88 = ???,98 + 88 = 186,train
44 + 86 = ???,44 + 86 = 130,train
59 + 69 = ???,59 + 69 = 128,train
26 + 60 = ???,26 + 60 = 086,train
94 + 06 = ???,94 + 06 = 100,train
38 + 02 = ???,38 + 02 = 040,train
72 + 44 = ???,72 + 44 = 116,train
85 + 28 = ???,85 + 28 = 113,train
57 + 64 = ???,57 + 64 = 121,train
11 + 50 = ???,11 + 50 = 061,train
97 + 63 = ???,97 + 63 = 160,train
97 + 90 = ???,97 + 90 = 187,train
28 + 05 = ???,28 + 05 = 033,train
46 + 75 = ???,46 + 75 = 121,train
80 + 87 = ???,80 + 87 = 167,train
77 + 43 = ???,77 + 43 = 120,train
14 + 89 = ???,14 + 89 = 103,train
27 + 96 = ???,27 + 96 = 123,train
24 + 89 = ???,24 + 89 = 113,train
64 + 97 = ???,64 + 97 = 161,train
27 + 06 = ???,27 + 06 = 033,train
19 + 59 = ???,19 + 59 = 078,train
64 + 99 = ???,64 + 99 = 163,train
60 + 38 = ???,60 + 38 = 098,train
53 + 66 = ???,53 + 66 = 119,train
87 + 03 = ???,87 + 03 = 090,train
67 + 57 = ???,67 + 57 = 124,train
12 + 34 = ???,12 + 34 = 046,train
01 + 45 = ???,01 + 45 = 046,train
82 + 59 = ???,82 + 59 = 141,train
16 + 36 = ???,16 + 36 = 052,train
53 + 25 = ???,53 + 25 = 078,train
42 + 77 = ???,42 + 77 = 119,train
30 + 10 = ???,30 + 10 = 040,train
74 + 56 = ???,74 + 56 = 130,train
20 + 99 = ???,20 + 99 = 119,train
24 + 59 = ???,24 + 59 = 083,train
43 + 18 = ???,43 + 18 = 061,train
94 + 52 = ???,94 + 52 = 146,train
38 + 87 = ???,38 + 87 = 125,train
48 + 56 = ???,48 + 56 = 104,train
66 + 22 = ???,66 + 22 = 088,train
30 + 72 = ???,30 + 72 = 102,train
59 + 16 = ???,59 + 16 = 075,train
88 + 42 = ???,88 + 42 = 130,train
33 + 16 = ???,33 + 16 = 049,train
27 + 62 = ???,27 + 62 = 089,train
43 + 28 = ???,43 + 28 = 071,train
34 + 16 = ???,34 + 16 = 050,train
75 + 91 = ???,75 + 91 = 166,train
30 + 96 = ???,30 + 96 = 126,train
62 + 08 = ???,62 + 08 = 070,train
70 + 38 = ???,70 + 38 = 108,train
79 + 80 = ???,79 + 80 = 159,train
61 + 35 = ???,61 + 35 = 096,train
99 + 84 = ???,99 + 84 = 183,train
22 + 54 = ???,22 + 54 = 076,train
11 + 87 = ???,11 + 87 = 098,train
07 + 47 = ???,07 + 47 = 054,train
50 + 44 = ???,50 + 44 = 094,train
16 + 88 = ???,16 + 88 = 104,train
84 + 18 = ???,84 + 18 = 102,train
20 + 15 = ???,20 + 15 = 035,train
33 + 67 = ???,33 + 67 = 100,train
50 + 14 = ???,50 + 14 = 064,train
49 + 24 = ???,49 + 24 = 073,train
99 + 68 = ???,99 + 68 = 167,train
42 + 25 = ???,42 + 25 = 067,train
24 + 81 = ???,24 + 81 = 105,train
44 + 48 = ???,44 + 48 = 092,train
03 + 65 = ???,03 + 65 = 068,train
81 + 72 = ???,81 + 72 = 153,train
01 + 40 = ???,01 + 40 = 041,train
65 + 87 = ???,65 + 87 = 152,train
11 + 11 = ???,11 + 11 = 022,train
16 + 23 = ???,16 + 23 = 039,train
57 + 11 = ???,57 + 11 = 068,train
67 + 37 = ???,67 + 37 = 104,train
59 + 99 = ???,59 + 99 = 158,train
31 + 03 = ???,31 + 03 = 034,train
18 + 69 = ???,18 + 69 = 087,train
76 + 73 = ???,76 + 73 = 149,train
78 + 80 = ???,78 + 80 = 158,train
13 + 50 = ???,13 + 50 = 063,train
14 + 52 = ???,14 + 52 = 066,train
27 + 32 = ???,27 + 32 = 059,train
84 + 66 = ???,84 + 66 = 150,train
54 + 57 = ???,54 + 57 = 111,train
43 + 00 = ???,43 + 00 = 043,train
58 + 42 = ???,58 + 42 = 100,train
57 + 83 = ???,57 + 83 = 140,train
90 + 23 = ???,90 + 23 = 113,train
71 + 80 = ???,71 + 80 = 151,train
91 + 06 = ???,91 + 06 = 097,train
27 + 79 = ???,27 + 79 = 106,train
06 + 88 = ???,06 + 88 = 094,train
65 + 66 = ???,65 + 66 = 131,train
58 + 20 = ???,58 + 20 = 078,train
37 + 47 = ???,37 + 47 = 084,train
19 + 10 = ???,19 + 10 = 029,train
88 + 48 = ???,88 + 48 = 136,train
08 + 11 = ???,08 + 11 = 019,train
77 + 48 = ???,77 + 48 = 125,train
31 + 49 = ???,31 + 49 = 080,train
55 + 36 = ???,55 + 36 = 091,train
41 + 38 = ???,41 + 38 = 079,train
91 + 98 = ???,91 + 98 = 189,train
22 + 06 = ???,22 + 06 = 028,train
17 + 94 = ???,17 + 94 = 111,train
70 + 59 = ???,70 + 59 = 129,train
30 + 06 = ???,30 + 06 = 036,train
42 + 18 = ???,42 + 18 = 060,train
83 + 48 = ???,83 + 48 = 131,train
57 + 74 = ???,57 + 74 = 131,train
49 + 95 = ???,49 + 95 = 144,train
15 + 54 = ???,15 + 54 = 069,train
49 + 55 = ???,49 + 55 = 104,train
50 + 00 = ???,50 + 00 = 050,train
04 + 27 = ???,04 + 27 = 031,train
90 + 78 = ???,90 + 78 = 168,train
48 + 11 = ???,48 + 11 = 059,train
26 + 08 = ???,26 + 08 = 034,train
82 + 90 = ???,82 + 90 = 172,train
88 + 28 = ???,88 + 28 = 116,train
09 + 97 = ???,09 + 97 = 106,train
12 + 89 = ???,12 + 89 = 101,train
26 + 52 = ???,26 + 52 = 078,train
76 + 61 = ???,76 + 61 = 137,train
33 + 09 = ???,33 + 09 = 042,train
27 + 27 = ???,27 + 27 = 054,train
95 + 70 = ???,95 + 70 = 165,train
76 + 69 = ???,76 + 69 = 145,train
91 + 84 = ???,91 + 84 = 175,train
49 + 85 = ???,49 + 85 = 134,train
36 + 57 = ???,36 + 57 = 093,train
20 + 18 = ???,20 + 18 = 038,train
82 + 75 = ???,82 + 75 = 157,train
39 + 91 = ???,39 + 91 = 130,train
01 + 44 = ???,01 + 44 = 045,train
95 + 60 = ???,95 + 60 = 155,train
56 + 49 = ???,56 + 49 = 105,train
39 + 61 = ???,39 + 61 = 100,train
71 + 50 = ???,71 + 50 = 121,train
52 + 50 = ???,52 + 50 = 102,train
58 + 43 = ???,58 + 43 = 101,train
93 + 83 = ???,93 + 83 = 176,train
21 + 84 = ???,21 + 84 = 105,train
69 + 61 = ???,69 + 61 = 130,train
02 + 51 = ???,02 + 51 = 053,train
13 + 95 = ???,13 + 95 = 108,train
45 + 49 = ???,45 + 49 = 094,train
60 + 92 = ???,60 + 92 = 152,train
54 + 50 = ???,54 + 50 = 104,train
13 + 46 = ???,13 + 46 = 059,train
78 + 63 = ???,78 + 63 = 141,train
05 + 98 = ???,05 + 98 = 103,train
82 + 95 = ???,82 + 95 = 177,train
